iter	Logloss
591	0.2966554958
592	0.2964020475
593	0.2962610383
594	0.2961765382
595	0.2959384564
596	0.2956150322
597	0.2953661068
598	0.2951508634
599	0.2951410615
600	0.294932346
601	0.2947684772
602	0.2945913092
603	0.2943373093
604	0.2943211922
605	0.2940620925
606	0.2938997673
607	0.2937360471
608	0.2933544986
609	0.2932400914
610	0.2931351263
611	0.2928781436
612	0.2926990396
613	0.2924097111
614	0.292187359
615	0.2920686798
616	0.2918751754
617	0.2916311556
618	0.2914181938
619	0.2911337704
620	0.2910912116
621	0.2909616265
622	0.2908430276
623	0.2907542975
624	0.2904801959
625	0.2903592428
626	0.2900373189
627	0.2899112007
628	0.2898283811
629	0.2897509566
630	0.2895888026
631	0.2894334725
632	0.2892365076
633	0.2890966618
634	0.2888650405
635	0.2887300975
636	0.2886237991
637	0.2885994095
638	0.2883792798
639	0.2883591121
640	0.2881946035
641	0.2880577743
642	0.2879050987
643	0.2877098878
644	0.2874813648
645	0.2873817901
646	0.2871973831
647	0.2870839218
648	0.2868780542
649	0.2866987267
650	0.2866036601
651	0.2864863519
652	0.2862129234
653	0.2861084403
654	0.2860664128
655	0.2859332186
656	0.2858105
657	0.2856748862
658	0.285442922
659	0.2853313465
660	0.2852623698
661	0.2851464312
662	0.2848161683
663	0.2845382761
664	0.284415459
665	0.2841634038
666	0.2839693339
667	0.2837868474
668	0.2834361819
669	0.2833721707
670	0.2833363832
671	0.2831655403
672	0.2829164298
673	0.2828338763
674	0.2826766159
675	0.2825560451
676	0.2823144325
677	0.2821500665
678	0.2820126534
679	0.2818138388
680	0.2817164403
681	0.281657478
682	0.2814688315
683	0.2813233237
684	0.2812516249
685	0.2812016488
686	0.2811497619
687	0.2810088479
688	0.2809321338
689	0.2807723385
690	0.2805439708
691	0.2804627889
692	0.2802932069
693	0.2801996343
694	0.2799902791
695	0.2798604097
696	0.279706216
697	0.2795335416
698	0.2793553199
699	0.2792033792
700	0.2791067613
701	0.2790309474
702	0.2788542865
703	0.2787647911
704	0.2786542415
705	0.2783938142
706	0.2783532827
707	0.2781632115
708	0.278070498
709	0.277854951
710	0.2777792715
711	0.2777684453
712	0.2776873
713	0.2775767294
714	0.2774206431
715	0.2772553844
716	0.2771341591
717	0.2770912879
718	0.2770118277
719	0.2768130594
720	0.276760385
721	0.276644659
722	0.2766124781
723	0.2765554324
724	0.2764555277
725	0.2763634854
726	0.2761652998
727	0.2759340039
728	0.2756786521
729	0.2755540991
730	0.2753242114
731	0.2752250899
732	0.2751648041
733	0.2749882404
734	0.2749685898
735	0.2749119405
736	0.274746466
737	0.2745302736
738	0.2743158425
739	0.2741605361
740	0.2739895149
741	0.2738874896
742	0.2737695339
743	0.2735641365
744	0.2733421068
745	0.2731230679
746	0.2729505648
747	0.2727116705
748	0.2725461209
749	0.2723072981
750	0.2721852313
751	0.2719476754
752	0.2717078545
753	0.2716414417
754	0.2715745726
755	0.2714713251
756	0.2712847699
757	0.2710391767
758	0.2709907707
759	0.2708628602
760	0.2708249528
761	0.2706854912
762	0.2706686135
763	0.2706411412
764	0.2705516961
765	0.2704643575
766	0.2704428585
767	0.2703906816
768	0.2701869311
769	0.270132067
770	0.2700060267
771	0.2699179446
772	0.2696328821
773	0.2695938893
774	0.2695126392
775	0.2694200007
776	0.269255521
777	0.2689544583
778	0.2687935155
779	0.2684337959
780	0.2683168387
781	0.2680222802
782	0.2679330251
783	0.2679213639
784	0.2676308444
785	0.2674748907
786	0.2673003781
787	0.2671444388
788	0.2669229607
789	0.266658295
790	0.2665773376
791	0.2663818918
792	0.2663408936
793	0.2663157677
794	0.2661054989
795	0.2660544632
796	0.2660058865
797	0.2659343666
798	0.2658578477
799	0.2656492422
800	0.2655779796
801	0.2655186091
802	0.2653767092
803	0.2651740543
804	0.2650394879
805	0.2649457042
806	0.264771126
807	0.2646049657
808	0.2644462531
809	0.2642006324
810	0.263973094
811	0.263798021
812	0.2637422457
813	0.263528705
814	0.2633646326
815	0.2631960123
816	0.2631102787
817	0.2629986283
818	0.2629037044
819	0.2626427065
820	0.2625559403
821	0.2623241847
822	0.2622542848
823	0.2621496438
824	0.2620296396
825	0.2618669349
826	0.2617516694
827	0.2617285026
828	0.2614460453
829	0.2614191503
830	0.2613207058
831	0.2611636055
832	0.2610083362
833	0.2609897327
834	0.2609815553
835	0.2609349329
836	0.2608242061
837	0.2605448322
838	0.2604756196
839	0.2603916654
840	0.2602757065
841	0.2600281739
842	0.259883125
843	0.2596815546
844	0.259607897
845	0.2595110844
846	0.2593836294
847	0.2591686805
848	0.2591445623
849	0.2590847938
850	0.2590712061
851	0.2589135459
852	0.2588943151
853	0.2587059513
854	0.2584997395
855	0.2584784341
856	0.2582041284
857	0.2579882365
858	0.2578571569
859	0.2577514127
860	0.2576068655
861	0.2573996467
862	0.257253995
863	0.2572415245
864	0.2571201153
865	0.2570970773
866	0.2570588471
867	0.2569253099
868	0.2568001724
869	0.2566047782
870	0.2563142082
871	0.2561390853
872	0.2560638634
873	0.2559463076
874	0.2558732779
875	0.2556760525
876	0.2554870657
877	0.2552250361
878	0.2550049037
879	0.2549891164
880	0.2547945345
881	0.2546325588
882	0.2545047842
883	0.2543555661
884	0.2542455072
885	0.2541071949
886	0.253790969
887	0.2535298249
888	0.2531786977
889	0.2531328612
890	0.2531038219
891	0.2528270173
892	0.2526441487
893	0.2523100428
894	0.2522940705
895	0.2521551852
896	0.2519697603
897	0.2517430955
898	0.2514741245
899	0.2514583093
900	0.2513707124
901	0.2512278695
902	0.2510139122
903	0.2506974903
904	0.2506885617
905	0.250504183
906	0.25049723
907	0.2504909137
908	0.2503566426
909	0.2502071234
910	0.2499423081
911	0.249778392
912	0.249575161
913	0.2492988403
914	0.2491597785
915	0.2489470026
916	0.2486648362
917	0.2486259875
918	0.2485060178
919	0.2482100943
920	0.2481911013
921	0.2479740988
922	0.2478860249
923	0.2477122817
924	0.2474882472
925	0.2473143831
926	0.2470509463
927	0.2470300191
928	0.2468830612
929	0.246872254
930	0.2467831108
931	0.2467494683
932	0.2466817836
933	0.2465722624
934	0.2463961213
935	0.2462884855
936	0.246218683
937	0.2460325815
938	0.2460190418
939	0.2458893502
940	0.2457006178
941	0.2455904543
942	0.2454407181
943	0.2453874843
944	0.2452854901
945	0.2451211849
946	0.2449868939
947	0.2447282196
948	0.2447140301
949	0.2446176147
950	0.2444584286
951	0.2444443646
952	0.2444210886
953	0.2442610669
954	0.2440541121
955	0.2439439316
956	0.2438085845
957	0.2437936287
958	0.243627068
959	0.2436148139
960	0.2434126603
961	0.2432835824
962	0.2432521069
963	0.2430664066
964	0.2430377794
965	0.2429459009
966	0.2426740693
967	0.242499158
968	0.2424314148
969	0.2424220501
970	0.2422759741
971	0.2422684984
972	0.2421376533
973	0.2420131612
974	0.2418302489
975	0.2416766109
976	0.2415230781
977	0.2412780915
978	0.2410632001
979	0.2410183123
980	0.2409238978
981	0.240603892
982	0.2404001244
983	0.2403537333
984	0.2402157495
985	0.2401657795
986	0.2401344815
987	0.2400065506
988	0.2399146317
989	0.2397812378
990	0.2397248505
991	0.2396140154
992	0.2394973261
993	0.2391707299
994	0.2391187364
995	0.2390072086
996	0.2387814825
997	0.2386239772
998	0.2385261094
999	0.2383014012
